201705021006,201705021007,201705021008,201705021009,201705021010,201705021011,201705021012,
201705021101,201705021102,201705021103,201705021104,201705021105,201705021106,201705021107,201705021108,201705021109,201705021110,201705021111,201705021112,
201705021201,201705021202,201705021203,201705021204,201705021205,201705021206,201705021207,201705021208,201705021209,201705021210,201705021211,201705021212,
201705030101,201705030102,201705030103,201705030104,201705030105,201705030106,201705030107,201705030108,201705030109,201705030110,201705030111,201705030112,
201705030201,201705030202,201705030203,201705030204,201705030205,201705030206,201705030207,201705030208,201705030209,201705030210,201705030211,201705030212,
201705030301,201705030302,201705030303,201705030304,201705030305,201705030306,201705030307,201705030308,201705030309,201705030310,201705030311,201705030312,
201705030401,201705030402,201705030403,201705030404,201705030405,201705030406,201705030407,201705030408,201705030409,201705030410,201705030411,201705030412,
201705030501,201705030502,201705030503,201705030504,201705030505,201705030506,201705030507,201705030508,201705030509,201705030510,201705030511,201705030512,
201705030601,201705030602,201705030603,201705030604,201705030605,201705030606,201705030607,201705030608,201705030609,201705030610,201705030611,201705030612,
201705030701,201705030702,201705030703,201705030704,201705030705,201705030706,201705030707,201705030708,201705030709,201705030710,201705030711,201705030712,
201705030801,201705030802,201705030803,201705030804,201705030805,201705030806,201705030807,201705030808,201705030809,201705030810,201705030811,201705030812,
201705040101,201705040102,201705040103,201705040104,201705040105,201705040106,201705040107,201705040108,201705040109,201705040110,201705040111,201705040112,
201705040201,201705040202,201705040203,201705040204,201705040205,201705040206,201705040207,201705040208,201705040209,201705040210,201705040211,201705040212,
201705040301,201705040302,201705040303,201705040304,201705040305,201705040306,201705040307,201705040308,201705040309,201705040310,201705040311,201705040312,
201705040401,201705040402,201705040403,201705040404,201705040405,201705040406,201705040407,201705040408,201705040409,201705040410,201705040411,201705040412,
201705040501,201705040502,201705040503,201705040504,201705040505,201705040506,201705040507,201705040508,201705040509,201705040510,201705040511,201705040512,
201705040601,201705040602,201705040603,201705040604,201705040605,201705040606,201705040607,201705040608,201705040609,201705040610,201705040611,201705040612,
201705040701,201705040702,201705040703,201705040704,201705040705,201705040706,201705040707,201705040708,201705040709,201705040710,201705040711,201705040712,
201705040801,201705040802,201705040803,201705040804,201705040805,201705040806,201705040807,201705040808,201705040809,201705040810,201705040811,201705040812,
201705040901,201705040902,201705040903,201705040904,201705040905,201705040906,201705040907,201705040908,201705040909,201705040910,201705040911,201705040912,
201705050101,201705050102,201705050103,201705050104,201705050105,201705050106,201705050107,201705050108,201705050109,201705050110,201705050111,201705050112,
201705050201,201705050202,201705050203,201705050204,201705050205,201705050206,201705050207,201705050208,201705050209,201705050210,201705050211,201705050212,
201705050301,201705050302,201705050303,201705050304,201705050305,201705050306,201705050307,201705050308,201705050309,201705050310,201705050311,201705050312,
201705050401,201705050402,201705050403,201705050404,201705050405,201705050406,201705050407,201705050408,201705050409,201705050410,201705050411,201705050412,
201705050501,201705050502,201705050503,201705050504,201705050505,201705050506,201705050507,201705050508,201705050509,201705050510,201705050511,201705050512,
201705050601,201705050602,201705050603,201705050604,201705050605,201705050606,201705050607,201705050608,201705050609,201705050610,201705050611,201705050612,
201705050701,201705050702,201705050703,201705050704,201705050705,201705050706,201705050707,201705050708,201705050709,201705050710,201705050711,201705050712,
201705050801,201705050802,201705050803,201705050804,201705050805,201705050806,201705050807,201705050808,201705050809,201705050810,201705050811,201705050812,
201706010101,201706010102,201706010103,201706010104,201706010105,201706010106,201706010107,201706010108,201706010109,201706010110,201706010111,201706010112,
201706010201,201706010202,201706010203,201706010204,201706010205,201706010206,201706010207,201706010208,201706010209,201706010210,201706010211,201706010212,
201706010301,201706010302,201706010303,201706010304,201706010305,201706010306,201706010307,201706010308,201706010309,201706010310,201706010311,201706010312,
201706010401,201706010402,201706010403,201706010404,201706010405,201706010406,201706010407,201706010408,201706010409,201706010410,201706010411,201706010412,
201706010501,201706010502,201706010503,201706010504,201706010505,201706010506,201706010507,201706010508,201706010509,201706010510,201706010511,201706010512,
201706010601,201706010602,201706010603,201706010604,201706010605,201706010606,201706010607,201706010608,201706010609,201706010610,201706010611,201706010612,
201706010701,201706010702,201706010703,201706010704,201706010705,201706010706,201706010707,201706010708,201706010709,201706010710,201706010711,201706010712,
201706020101,201706020102,201706020103,201706020104,201706020105,201706020106,201706020107,201706020108,201706020109,201706020110,201706020111,201706020112,
201706020201,201706020202,201706020203,201706020204,201706020205,201706020206,201706020207,201706020208,201706020209,201706020210,201706020211,201706020212,
201706020301,201706020302,201706020303,201706020304,201706020305,201706020306,201706020307,201706020308,201706020309,201706020310,201706020311,201706020312,
201706020401,201706020402,201706020403,201706020404,201706020405,201706020406,201706020407,201706020408,201706020409,201706020410,201706020411,201706020412,
201706020501,201706020502,201706020503,201706020504,201706020505,201706020506,201706020507,201706020508,201706020509,201706020510,201706020511,201706020512,
201706020601,201706020602,201706020603,201706020604,201706020605,201706020606,201706020607,201706020608,201706020609,201706020610,201706020611,201706020612,
201706020701,201706020702,201706020703,201706020704,201706020705,201706020706,201706020707,201706020708,201706020709,201706020710,201706020711,201706020712,
201706020801,201706020802,201706020803,201706020804,201706020805,201706020806,201706020807,201706020808,201706020809,201706020810,201706020811,201706020812,
201706030101,201706030102,201706030103,201706030104,201706030105,201706030106,201706030107,201706030108,201706030109,201706030110,201706030111,201706030112,
201706030201,201706030202,201706030203,201706030204,201706030205,201706030206,201706030207,201706030208,201706030209,201706030210,201706030211,201706030212,
201706030301,201706030302,201706030303,201706030304,201706030305,201706030306,201706030307,201706030308,201706030309,201706030310,201706030311,201706030312,
201706030401,201706030402,201706030403,201706030404,201706030405,201706030406,201706030407,201706030408,201706030409,201706030410,201706030411,201706030412,
201706030501,201706030502,201706030503,201706030504,201706030505,201706030506,201706030507,201706030508,201706030509,201706030510,201706030511,201706030512,
201706030601,201706030602,201706030603,201706030604,201706030605,201706030606,201706030607,201706030608,201706030609,201706030610,201706030611,201706030612,
201706030701,201706030702,201706030703,201706030704,201706030705,201706030706,201706030707,201706030708,201706030709,201706030710,201706030711,201706030712,
201706030801,201706030802,201706030803,201706030804,201706030805,201706030806,201706030807,201706030808,201706030809,201706030810,201706030811,201706030812,
201706040101,201706040102,201706040103,201706040104,201706040105,201706040106,201706040107,201706040108,201706040109,201706040110,201706040111,201706040112,
201706040201,201706040202,201706040203,201706040204,201706040205,201706040206,201706040207,201706040208,201706040209,201706040210,201706040211,201706040212,
201706040301,201706040302,201706040303,201706040304,201706040305,201706040306,201706040307,201706040308,201706040309,201706040310,201706040311,201706040312,
201706040401,201706040402,201706040403,201706040404,201706040405,201706040406,201706040407,201706040408,201706040409,201706040410,201706040411,201706040412,
201706040501,201706040502,201706040503,201706040504,201706040505,201706040506,201706040507,201706040508,201706040509,201706040510,201706040511,201706040512,
201706040601,201706040602,201706040603,201706040604,201706040605,201706040606,201706040607,201706040608,201706040609,201706040610,201706040611,201706040612,
201706040701,201706040702,201706040703,201706040704,201706040705,201706040706,201706040707,201706040708,201706040709,201706040710,201706040711,201706040712,
201706040801,201706040802,201706040803,201706040804,201706040805,201706040806,201706040807,201706040808,201706040809,201706040810,201706040811,201706040812,
201706040901,201706040902,201706040903,201706040904,201706040905,201706040906,201706040907,201706040908,201706040909,201706040910,201706040911,201706040912,
201706050101,201706050102,201706050103,201706050104,201706050105,201706050106,201706050107,201706050108,201706050109,201706050110,201706050111,201706050112,
201706050201,201706050202,201706050203,201706050204,201706050205,201706050206,201706050207,201706050208,201706050209,201706050210,201706050211,201706050212,
201706050301,201706050302,201706050303,201706050304,201706050305,201706050306,201706050307,201706050308,201706050309,201706050310,201706050311,201706050312,
201706050401,201706050402,201706050403,201706050404,201706050405,201706050406,201706050407,201706050408,201706050409,201706050410,201706050411,201706050412,
201706050501,201706050502,201706050503,201706050504,201706050505,201706050506,201706050507,201706050508,201706050509,201706050510,201706050511,201706050512,
201706050601,201706050602,201706050603,201706050604,201706050605,201706050606,201706050607,201706050608,201706050609,201706050610,201706050611,201706050612,
201706050701,201706050702,201706050703,201706050704,201706050705,201706050706,201706050707,201706050708,201706050709,201706050710,201706050711,201706050712,
201706050801,201706050802,201706050803,201706050804,201706050805,201706050806,201706050807,201706050808,201706050809,201706050810,201706050811,201706050812,
