raceId,order,wakuban,umaban,horseId,horseInfo,burden,jockey,time,chakusa,extraCode,pass,last,single,ninki,weight,weightDiff
201705021006,1,3,6,2014105558,牡3,56,Ｍ．デム,1:33.4,,**,4-5,33.6,2.9,1,468,-8,,,,[西] 池江泰寿,社台レースホース,720.0
201705021006,2,4,8,2014105713,牝3,54,ルメール,1:33.7,1.3/4,**,2-2,34.3,16.1,7,474,+6,,,,[東] 藤沢和雄,吉田照哉,290.0
201705021006,3,4,7,2014105250,牡3,56,松岡正海,1:33.7,クビ,**,8-9,33.6,14.9,6,440,-8,,,,[東] 池上昌弘,吉田安惠,180.0
201705021006,4,2,4,2014102902,牡3,56,戸崎圭太,1:33.8,3/4,**,13-13,33.2,5.5,3,450,-4,,,,[西] 斉藤崇史,早野誠,110.0
201705021006,5,1,1,2014101307,牡3,56,北村友一,1:34.0,3/4,**,1-1,34.6,43.6,11,442,-4,,,,[西] 奥村豊,吉田和美,72.0
201705021006,6,5,9,2014105682,牡3,56,蛯名正義,1:34.0,ハナ,**,6-5,34.2,3.6,2,454,+2,,,,[東] 鹿戸雄一,社台レースホース,
201705021006,7,7,13,2014105509,牡3,56,内田博幸,1:34.0,クビ,**,4-3,34.4,23.3,8,454,0,,,,[東] 宗像義忠,社台レースホース,
201705021006,8,1,2,2014105439,牡3,56,北村宏司,1:34.1,クビ,**,8-8,34.1,27.3,10,520,0,,,,[東] 池上昌弘,大城敬三,
201705021006,9,8,15,2014102360,牝3,54,武豊,1:34.3,1.1/4,**,7-7,34.4,11.2,4,452,+2,,,,[東] 堀井雅広,小谷野次郎,
201705021006,10,8,17,2014101722,牝3,54,吉田豊,1:34.3,ハナ,**,15-15,33.6,208.1,12,418,0,,,,[東] 田村康仁,島川隆哉,
201705021006,11,6,12,2014110079,牡3,56,柴田善臣,1:34.4,3/4,**,13-13,33.8,12.1,5,458,+6,,,,[東] 小島太,Ｈ．Ｈ．シェイク・モハメド,
201705021006,12,2,3,2014102388,牡3,56,四位洋文,1:34.6,1.1/4,**,15-15,33.8,26.4,9,442,+6,,,,[西] 音無秀孝,金子真人ホールディングス,
201705021006,13,7,14,2014104287,牝3,54,菅原隆一,1:34.7,3/4,**,11-10,34.4,604.9,16,398,+2,,,,[東] 的場均,田頭勇貴,
201705021006,14,6,11,2014100277,牝3,54,岩部純二,1:35.5,5,**,10-11,35.1,604.9,16,414,-10,,,,[東] 石毛善彦,西本資史,
201705021006,15,3,5,2014104881,牝3,51,武藤雅,1:38.0,大,**,11-11,37.6,549.5,15,450,+2,,,,[東] 青木孝文,北所直人,
201705021006,16,5,10,2014104347,牝3,54,村田一誠,1:38.3,1.3/4,**,3-3,38.7,507.1,14,424,-6,,,,[東] 萱野浩二,田頭勇貴,
201705021006,17,8,16,2014106488,牝3,54,大野拓弥,1:38.4,3/4,**,17-17,36.8,384.9,13,416,-8,,,,[東] 佐藤吉勝,江川伸夫,
201705021007,1,7,12,2013103930,牡4,57,大野拓弥,1:59.5,,**,2-2-2,34.5,75.0,12,490,-12,,,,[東] 黒岩陽一,ノルマンディーサラブレッドレーシング,750.0
201705021007,2,7,13,2013105784,牡4,57,ルメール,1:59.6,1/2,**,3-3-3,34.5,2.3,1,472,0,,,,[東] 藤沢和雄,窪田芳郎,300.0
201705021007,3,3,4,2013105900,牡4,57,柴山雄一,1:59.6,クビ,**,11-11-11,33.8,5.7,2,432,0,,,,[東] 宗像義忠,サンデーレーシング,190.0
201705021007,4,2,3,2013106050,牝4,55,戸崎圭太,1:59.7,クビ,**,7-5-6,34.3,6.6,4,456,0,,,,[東] 戸田博文,市川義美ホールディングス,110.0
